66	4233	439	439
642	6371	953	953
36	7412	516	516
829	8671	392	392
616	6698	204	204
612	4437	838	838
956	2559	894	894
255	7178	316	316
987	4976	970	970
729	6178	823	823
5	3926	524	524
883	2549	696	696
491	1815	855	855
367	6071	852	852
713	9359	479	479
126	3539	189	189
145	5831	411	411
43	6217	35	35
85	8620	27	27
414	4933	448	448
160	2004	508	508
94	3704	223	223
130	6533	448	448
665	5851	877	877
626	7765	675	675
524	6220	23	23
105	2839	182	182
394	2815	894	894
261	1152	129	129
891	5346	945	945
270	2569	848	848
535	336	105	105
751	2109	516	516
5	6783	79	79
237	219	145	145
516	5181	207	207
195	8072	160	160
616	8	86	86
502	9166	2	2
329	8576	391	391
828	7781	831	831
509	1511	8	8
1	7155	564	564
407	9473	720	720
839	7786	344	344
66	5998	88	88
148	440	991	991
195	4816	245	245
609	6524	859	859
110	6135	81	81
644	3908	16	16
777	9287	262	262
532	4241	505	505
564	5304	64	64
542	1088	597	597
675	4828	26	26
40	703	164	164
23	9627	24	24
355	7154	449	449
758	5846	754	754
70	1166	1	1
408	6056	719	719
626	8149	652	652
58	7294	158	158
354	4227	292	292
70	5280	210	210
42	9199	914	914
766	5054	422	422
261	3301	511	511
831	2649	4	4
501	2428	844	844
2	625	9	9
945	7077	976	976
908	7215	828	828
195	3650	198	198
395	9973	332	332
269	1422	331	331
886	1114	292	292
227	8596	43	43
23	1628	773	773
509	2448	630	630
401	1042	26	26
808	1448	176	176
70	843	94	94
673	4008	557	557
258	5853	290	290
377	4168	316	316
16	115	35	35
297	248	359	359
767	1491	377	377
609	3565	1	1
504	6981	695	695
219	4385	453	453
672	3928	203	203
456	8925	526	526
616	4813	54	54
78	6076	79	79
954	8446	555	555
786	7249	805	805
16	9089	126	126
505	4501	127	127
63	6505	78	78
313	4716	40	40
211	1120	78	78
261	2742	129	129
578	3348	145	145
594	1988	43	43
469	8104	442	442
252	7761	259	259
469	2581	473	473
2	5220	321	321
422	5629	157	157
82	5071	332	332
636	833	792	792
433	4061	24	24
32	2817	251	251
17	3533	16	16
11	9148	1	1
783	490	785	785
35	4321	285	285
801	888	48	48
126	6802	196	196
832	5200	831	831
523	7434	766	766
504	5429	536	536
158	6592	63	63
112	7773	547	547
636	4627	5	5
348	5377	161	161
658	6338	907	907
366	4669	316	316
776	100	566	566
86	8375	74	74
399	237	773	773
917	3836	32	32
595	4234	32	32
47	3111	172	172
70	7037	988	988
4	2656	23	23
689	5175	877	877
1	1871	73	73
149	1504	392	392
391	4239	574	574
869	8670	914	914
266	1068	652	652
383	2754	254	254
754	4107	251	251
383	7696	133	133
141	5299	266	266
63	8984	501	501
129	3756	730	730
32	3510	126	126
63	6560	519	519
313	2706	9	9
415	6866	283	283
754	5821	254	254
570	4531	261	261
532	3263	300	300
504	642	630	630
1	1527	377	377
119	2573	19	19
563	3411	95	95
485	2628	71	71
305	648	48	48
629	9299	657	657
985	2095	658	658
438	1616	491	491
133	7940	32	32
323	604	354	354
198	6287	273	273
994	617	886	886
511	9171	152	152
86	6827	175	175
255	6553	273	273
759	199	945	945
238	7822	369	369
289	1628	292	292
283	1140	300	300
79	8349	203	203
754	897	540	540
377	7169	133	133
267	3609	423	423
759	3547	758	758
832	9359	581	581
502	4843	501	501
704	7136	711	711
813	6819	472	472
206	5801	222	222
9	6921	461	461
24	227	301	301
946	7236	320	320
32	3618	536	536
501	8715	891	891
519	2279	126	126
196	7032	195	195
141	9619	550	550
532	9965	604	604
183	2859	741	741
189	4766	470	470
16	1897	269	269
555	3985	722	722
241	5970	119	119
540	8017	805	805
344	5087	347	347
658	3525	665	665
252	3291	328	328
289	1025	352	352
384	3989	137	137
855	4294	354	354
604	8280	445	445
991	4328	976	976
523	7696	571	571
4	5391	762	762
578	224	585	585
699	7913	973	973
314	2555	266	266
19	8667	5	5
472	8175	157	157
557	6052	629	629
469	1458	407	407
134	8760	387	387
33	2724	17	17
57	5993	120	120
255	6192	313	313
282	4404	783	783
484	5425	532	532
63	232	710	710
251	5349	907	907
54	44	51	51
347	5893	73	73
16	6067	78	78
9	8505	258	258
301	2236	323	323
9	2681	814	814
189	6070	258	258
773	9594	899	899
320	1866	377	377
644	8755	81	81
963	951	383	383
394	7912	922	922
752	712	564	564
130	3265	157	157
737	2836	642	642
380	4255	379	379
137	8266	637	637
769	9512	360	360
335	1146	304	304
823	9799	960	960
85	8805	589	589
230	691	214	214
51	2261	161	161
305	1781	149	149
12	7392	11	11
520	8982	571	571
453	4603	835	835
126	7711	151	151
429	5191	391	391
314	5294	283	283
626	384	129	129
203	4284	438	438
547	6013	710	710
347	9423	344	344
626	9049	398	398
78	6165	172	172
317	9991	314	314
47	7805	657	657
8	8124	79	79
869	1319	289	289
713	1229	808	808
581	7869	417	417
305	1617	930	930
445	2369	85	85
884	9773	977	977
254	1413	262	262
939	7837	816	816
508	3856	601	601
88	6633	714	714
136	4080	26	26
832	8981	286	286
751	8983	261	261
438	2080	501	501
392	8718	386	386
394	7902	449	449
501	8832	688	688
948	5641	418	418
898	7688	758	758
901	5451	198	198
26	7769	158	158
227	3716	445	445
408	1943	984	984
797	5280	516	516
141	3025	16	16
71	4034	133	133
134	2560	237	237
407	6491	297	297
696	2695	695	695
301	6162	988	988
835	5973	751	751
258	5481	73	73
286	7345	785	785
336	8684	101	101
362	8219	120	120
751	7228	563	563
557	5891	797	797
300	4869	862	862
657	1596	660	660
19	9126	519	519
767	2448	33	33
320	7028	352	352
110	1884	16	16
547	8463	523	523
82	9731	79	79
266	7720	394	394
567	1158	219	219
901	2493	667	667
930	5258	658	658
254	8424	129	129
347	238	948	948
97	9640	453	453
67	7969	258	258
335	3357	339	339
23	8923	54	54
360	8306	321	321
469	7593	104	104
939	5958	379	379
142	3004	642	642
24	5694	141	141
251	662	511	511
16	9218	766	766
532	5647	907	907
633	5038	376	376
32	8799	604	604
134	4054	9	9
502	727	634	634
908	3375	969	969
582	8436	570	570
407	5514	289	289
127	5744	134	134
47	5798	141	141
2	7913	12	12
16	665	1	1
160	4674	11	11
188	5699	698	698
50	4662	54	54
730	8528	423	423
126	6662	251	251
585	33	277	277
554	814	57	57
267	2549	160	160
994	296	366	366
377	8003	752	752
211	7178	710	710
517	9962	2	2
219	7487	366	366
884	3052	167	167
945	2234	976	976
917	3516	925	925
586	3231	207	207
48	5769	40	40
588	1176	619	619
648	5296	987	987
445	236	547	547
237	1999	612	612
972	95	722	722
533	3573	566	566
16	5657	547	547
251	6801	754	754
105	3678	120	120
9	643	26	26
504	64	316	316
266	6139	144	144
752	1954	262	262
259	3409	8	8
126	5467	657	657
449	6211	567	567
713	7234	558	558
682	1891	800	800
770	7187	532	532
377	7886	469	469
598	6098	729	729
66	3796	204	204
79	4718	464	464
376	4104	19	19
54	4490	554	554
73	316	449	449
598	851	509	509
141	2139	16	16
692	6433	207	207
776	5760	558	558
869	4383	800	800
164	7576	195	195
2	5855	536	536
380	5092	129	129
533	6625	376	376
800	4245	798	798
11	2286	4	4
79	13	17	17
289	1472	891	891
176	4590	109	109
797	3001	877	877
300	3694	418	418
8	6725	5	5
17	6807	57	57
683	5683	786	786
42	2624	12	12
571	6846	516	516
344	3634	39	39
255	6252	1	1
379	2984	894	894
407	3347	441	441
20	7821	26	26
66	1512	1	1
1	3470	141	141
282	4444	94	94
112	1101	110	110
426	469	36	36
547	3641	50	50
504	2085	754	754
877	6142	173	173
777	6597	963	963
64	6730	508	508
758	2146	16	16
505	5488	512	512
735	9241	722	722
20	8319	39	39
79	2555	535	535
542	4693	602	602
777	3618	838	838
328	2953	297	297
189	8448	448	448
63	9826	501	501
32	7861	627	627
266	1054	835	835
453	9567	1	1
116	9555	235	235
286	2401	348	348
252	4752	439	439
994	9623	862	862
578	1126	617	617
439	7506	508	508
754	6741	941	941
442	400	446	446
892	8864	252	252
516	7052	641	641
696	1171	485	485
19	9815	237	237
5	7068	394	394
210	4800	66	66
813	9437	442	442
752	3157	441	441
582	8368	78	78
535	1558	594	594
535	4808	942	942
64	9639	320	320
782	5270	798	798
314	6124	527	527
626	7264	71	71
94	1744	4	4
141	4030	394	394
798	9897	767	767
604	761	4	4
612	6504	661	661
626	2393	2	2
258	9017	344	344
23	3251	40	40
720	7054	105	105
910	2757	141	141
117	6090	102	102
126	1188	133	133
526	3646	571	571
20	95	51	51
957	8086	933	933
66	5126	73	73
297	6628	797	797
807	85	891	891
477	6889	439	439
422	2928	290	290
504	9952	554	554
321	1550	355	355
157	9939	126	126
664	9219	636	636
71	8818	566	566
509	9751	359	359
133	3712	379	379
207	2724	192	192
144	6919	402	402
300	3226	254	254
320	9906	8	8
793	2480	915	915
891	9227	439	439
11	536	8	8
4	3150	142	142
754	7733	535	535
273	4896	770	770
24	224	578	578
929	1159	972	972
173	7680	894	894
755	5557	573	573
144	9998	160	160
402	7742	807	807
54	8891	26	26
328	2436	269	269
116	4454	55	55
188	3660	698	698
594	5398	597	597
79	5259	703	703
688	6902	719	719
57	6130	664	664
227	3658	352	352
35	8476	501	501
817	5267	836	836
501	8139	1	1
673	6299	752	752
266	8730	838	838
102	4279	377	377
273	9421	148	148
4	5363	782	782
445	9802	438	438
189	8569	67	67
770	4466	502	502
880	7937	411	411
366	2797	547	547
97	6297	234	234
267	8545	270	270
142	1022	5	5
633	3349	133	133
879	4997	800	800
542	8502	573	573
175	8904	422	422
8	5456	134	134
89	1680	369	369
183	6389	35	35
316	9024	297	297
535	7339	35	35
417	8688	414	414
219	3301	230	230
526	8978	2	2
313	7344	48	48
752	4502	767	767
578	6157	589	589
539	2445	672	672
196	7148	158	158
64	8591	58	58
429	1012	484	484
203	5305	241	241
129	8400	636	636
969	9835	258	258
42	8090	581	581
439	9316	1	1
1	4368	63	63
104	5028	142	142
86	4831	714	714
938	5544	985	985
195	2712	127	127
16	5521	20	20
813	6941	1	1
167	7429	362	362
831	4998	282	282
324	8823	24	24
442	3194	477	477
198	3943	199	199
71	7342	137	137
698	4784	19	19
137	1575	126	126
751	2403	895	895
40	7617	637	637
539	4983	883	883
42	3103	661	661
74	1155	536	536
609	5948	536	536
24	3047	648	648
676	4619	658	658
94	9084	313	313
20	7833	630	630
254	6335	761	761
664	3809	2	2
761	6328	785	785
133	8607	136	136
4	5098	394	394
594	8724	907	907
535	162	867	867
47	2597	17	17
620	8958	610	610
863	4178	110	110
539	185	71	71
508	6705	564	564
36	5473	352	352
47	2178	251	251
164	2580	54	54
1	5162	4	4
86	1487	338	338
151	2985	479	479
32	763	136	136
491	2251	460	460
17	2721	58	58
40	567	5	5
133	3252	8	8
773	11	808	808
196	5304	8	8
242	1692	71	71
582	5308	81	81
645	6236	407	407
776	5018	183	183
351	9051	8	8
259	9292	759	759
682	966	619	619
384	4240	407	407
938	1684	813	813
313	4422	66	66
